"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Cut/Pierce","55 to 59","Virginia","2021","--","577,651","--","--","--"
"Cut/Pierce","55 to 59","Virginia","2018","--","582,827","--","--","--"
"Cut/Pierce","55 to 59","West Virginia","2022","--","117,516","--","--","--"
"Cut/Pierce","60 to 64","Alabama","2020","--","330,916","--","--","--"
"Cut/Pierce","60 to 64","Alabama","2018","--","318,376","--","--","--"
"Cut/Pierce","60 to 64","Arkansas","2018","--","186,003","--","--","--"
"Cut/Pierce","60 to 64","California","2022","--","2,321,925","--","--","--"
"Cut/Pierce","60 to 64","California","2020","--","2,319,766","--","--","--"
"Cut/Pierce","60 to 64","Colorado","2023","--","347,397","--","--","--"
"Cut/Pierce","60 to 64","Colorado","2019","--","347,958","--","--","--"
"Cut/Pierce","60 to 64","Connecticut","2023","--","254,388","--","--","--"
"Cut/Pierce","60 to 64","Connecticut","2021","--","255,121","--","--","--"
"Cut/Pierce","60 to 64","Delaware","2022","--","74,413","--","--","--"
"Cut/Pierce","60 to 64","Florida","2021","--","1,481,372","--","--","--"
"Cut/Pierce","60 to 64","Florida","2020","--","1,444,052","--","--","--"
"Cut/Pierce","60 to 64","Florida","2019","--","1,408,052","--","--","--"
"Cut/Pierce","60 to 64","Hawaii","2018","--","90,172","--","--","--"
"Cut/Pierce","60 to 64","Idaho","2023","--","118,239","--","--","--"
"Cut/Pierce","60 to 64","Idaho","2018","--","106,243","--","--","--"
"Cut/Pierce","60 to 64","Illinois","2021","--","820,030","--","--","--"
"Cut/Pierce","60 to 64","Indiana","2022","--","434,395","--","--","--"
"Cut/Pierce","60 to 64","Indiana","2021","--","435,810","--","--","--"
"Cut/Pierce","60 to 64","Indiana","2020","--","432,916","--","--","--"
"Cut/Pierce","60 to 64","Indiana","2019","--","426,048","--","--","--"
"Cut/Pierce","60 to 64","Indiana","2018","--","422,111","--","--","--"
"Cut/Pierce","60 to 64","Iowa","2021","--","210,304","--","--","--"
"Cut/Pierce","60 to 64","Iowa","2019","--","204,830","--","--","--"
"Cut/Pierce","60 to 64","Kansas","2023","--","182,524","--","--","--"
"Cut/Pierce","60 to 64","Kentucky","2023","--","294,911","--","--","--"
"Cut/Pierce","60 to 64","Kentucky","2022","--","295,494","--","--","--"
"Cut/Pierce","60 to 64","Kentucky","2021","--","296,243","--","--","--"
"Cut/Pierce","60 to 64","Kentucky","2020","--","295,033","--","--","--"
"Cut/Pierce","60 to 64","Kentucky","2018","--","289,154","--","--","--"
"Cut/Pierce","60 to 64","Louisiana","2019","--","296,654","--","--","--"
"Cut/Pierce","60 to 64","Louisiana","2018","--","294,293","--","--","--"
"Cut/Pierce","60 to 64","Maryland","2021","--","404,654","--","--","--"
"Cut/Pierce","60 to 64","Massachusetts","2020","--","469,227","--","--","--"
"Cut/Pierce","60 to 64","Michigan","2023","--","690,061","--","--","--"
"Cut/Pierce","60 to 64","Michigan","2022","--","697,332","--","--","--"
"Cut/Pierce","60 to 64","Michigan","2020","--","702,186","--","--","--"
"Cut/Pierce","60 to 64","Michigan","2018","--","686,432","--","--","--"
"Cut/Pierce","60 to 64","Minnesota","2022","--","380,655","--","--","--"
"Cut/Pierce","60 to 64","Minnesota","2018","--","359,507","--","--","--"
"Cut/Pierce","60 to 64","Mississippi","2019","--","188,385","--","--","--"
"Cut/Pierce","60 to 64","Missouri","2022","--","415,472","--","--","--"
"Cut/Pierce","60 to 64","Missouri","2020","--","410,298","--","--","--"
"Cut/Pierce","60 to 64","Missouri","2019","--","404,070","--","--","--"
"Cut/Pierce","60 to 64","Nebraska","2021","--","122,174","--","--","--"
"Cut/Pierce","60 to 64","Nevada","2019","--","185,703","--","--","--"
"Cut/Pierce","60 to 64","New Jersey","2020","--","615,271","--","--","--"
"Cut/Pierce","60 to 64","New Jersey","2018","--","571,307","--","--","--"
"Cut/Pierce","60 to 64","New York","2019","--","1,248,924","--","--","--"
"Cut/Pierce","60 to 64","North Carolina","2023","--","689,254","--","--","--"
"Cut/Pierce","60 to 64","North Carolina","2020","--","659,991","--","--","--"
"Cut/Pierce","60 to 64","North Carolina","2019","--","658,514","--","--","--"
"Cut/Pierce","60 to 64","North Dakota","2022","--","47,327","--","--","--"
"Cut/Pierce","60 to 64","Ohio","2023","--","784,325","--","--","--"
"Cut/Pierce","60 to 64","Ohio","2021","--","806,936","--","--","--"
"Cut/Pierce","60 to 64","Ohio","2020","--","807,370","--","--","--"
"Cut/Pierce","60 to 64","Ohio","2019","--","796,149","--","--","--"
"Cut/Pierce","60 to 64","Ohio","2018","--","789,493","--","--","--"
"Cut/Pierce","60 to 64","Oklahoma","2023","--","245,273","--","--","--"
"Cut/Pierce","60 to 64","Oklahoma","2020","--","241,844","--","--","--"
"Cut/Pierce","60 to 64","Pennsylvania","2023","--","894,127","--","--","--"
"Cut/Pierce","60 to 64","Pennsylvania","2020","--","917,933","--","--","--"
"Cut/Pierce","60 to 64","South Carolina","2022","--","353,603","--","--","--"
"Cut/Pierce","60 to 64","Tennessee","2023","--","455,583","--","--","--"
"Cut/Pierce","60 to 64","Tennessee","2022","--","451,373","--","--","--"
"Cut/Pierce","60 to 64","Texas","2023","--","1,652,778","--","--","--"
"Cut/Pierce","60 to 64","Texas","2022","--","1,635,250","--","--","--"
"Cut/Pierce","60 to 64","Texas","2021","--","1,614,897","--","--","--"
"Cut/Pierce","60 to 64","Texas","2020","--","1,588,392","--","--","--"
"Cut/Pierce","60 to 64","Texas","2018","--","1,515,948","--","--","--"
"Cut/Pierce","60 to 64","Vermont","2022","--","49,426","--","--","--"
"Cut/Pierce","60 to 64","Vermont","2020","--","49,572","--","--","--"
"Cut/Pierce","60 to 64","Virginia","2023","--","552,645","--","--","--"
"Cut/Pierce","60 to 64","Virginia","2022","--","550,027","--","--","--"
"Cut/Pierce","60 to 64","Virginia","2019","--","530,134","--","--","--"
"Cut/Pierce","60 to 64","Washington","2022","--","475,467","--","--","--"
"Cut/Pierce","60 to 64","Washington","2021","--","478,437","--","--","--"
"Cut/Pierce","60 to 64","West Virginia","2023","--","120,821","--","--","--"
"Cut/Pierce","60 to 64","West Virginia","2019","--","129,574","--","--","--"
"Cut/Pierce","60 to 64","West Virginia","2018","--","130,457","--","--","--"
"Cut/Pierce","60 to 64","Wisconsin","2021","--","418,132","--","--","--"
"Cut/Pierce","60 to 64","Wisconsin","2019","--","400,821","--","--","--"
"Cut/Pierce","60 to 64","Wisconsin","2018","--","394,865","--","--","--"
"Cut/Pierce","65 to 69","Alabama","2021","--","292,124","--","--","--"
"Cut/Pierce","65 to 69","Alabama","2018","--","270,942","--","--","--"
"Cut/Pierce","65 to 69","Arkansas","2021","--","169,399","--","--","--"
"Cut/Pierce","65 to 69","Arkansas","2019","--","164,810","--","--","--"
"Cut/Pierce","65 to 69","California","2022","--","1,995,631","--","--","--"
"Cut/Pierce","65 to 69","California","2021","--","1,964,598","--","--","--"
"Cut/Pierce","65 to 69","Colorado","2023","--","316,762","--","--","--"
"Cut/Pierce","65 to 69","Connecticut","2018","--","190,498","--","--","--"
"Cut/Pierce","65 to 69","Delaware","2023","--","73,074","--","--","--"
"Cut/Pierce","65 to 69","Florida","2023","--","1,432,282","--","--","--"
"Cut/Pierce","65 to 69","Florida","2020","--","1,320,472","--","--","--"
"Cut/Pierce","65 to 69","Florida","2019","--","1,291,366","--","--","--"
"Cut/Pierce","65 to 69","Georgia","2023","--","568,137","--","--","--"
"Cut/Pierce","65 to 69","Georgia","2020","--","525,072","--","--","--"
"Cut/Pierce","65 to 69","Georgia","2018","--","500,781","--","--","--"
"Cut/Pierce","65 to 69","Idaho","2020","--","102,957","--","--","--"
"Cut/Pierce","65 to 69","Illinois","2023","--","719,718","--","--","--"
"Cut/Pierce","65 to 69","Illinois","2022","--","706,999","--","--","--"
"Cut/Pierce","65 to 69","Illinois","2021","--","696,199","--","--","--"
"Cut/Pierce","65 to 69","Indiana","2022","--","383,810","--","--","--"
"Cut/Pierce","65 to 69","Indiana","2019","--","358,130","--","--","--"
"Cut/Pierce","65 to 69","Iowa","2022","--","187,595","--","--","--"
"Cut/Pierce","65 to 69","Iowa","2020","--","182,475","--","--","--"
"Cut/Pierce","65 to 69","Iowa","2018","--","172,543","--","--","--"
"Cut/Pierce","65 to 69","Kentucky","2023","--","267,508","--","--","--"
"Cut/Pierce","65 to 69","Kentucky","2021","--","259,081","--","--","--"
"Cut/Pierce","65 to 69","Kentucky","2020","--","255,423","--","--","--"
"Cut/Pierce","65 to 69","Kentucky","2018","--","245,021","--","--","--"
"Cut/Pierce","65 to 69","Louisiana","2019","--","249,240","--","--","--"
"Cut/Pierce","65 to 69","Maryland","2020","--","324,770","--","--","--"
"Cut/Pierce","65 to 69","Massachusetts","2020","--","391,011","--","--","--"
"Cut/Pierce","65 to 69","Michigan","2021","--","616,460","--","--","--"
"Cut/Pierce","65 to 69","Minnesota","2019","--","303,532","--","--","--"
"Cut/Pierce","65 to 69","Mississippi","2021","--","165,460","--","--","--"
"Cut/Pierce","65 to 69","Mississippi","2019","--","160,537","--","--","--"
"Cut/Pierce","65 to 69","Montana","2020","--","72,762","--","--","--"
"Cut/Pierce","65 to 69","Nevada","2019","--","164,427","--","--","--"
"Cut/Pierce","65 to 69","New Jersey","2019","--","461,753","--","--","--"
"Cut/Pierce","65 to 69","New York","2023","--","1,151,402","--","--","--"
"Cut/Pierce","65 to 69","New York","2021","--","1,111,531","--","--","--"
"Cut/Pierce","65 to 69","New York","2020","--","1,092,007","--","--","--"
"Cut/Pierce","65 to 69","North Carolina","2023","--","622,209","--","--","--"
"Cut/Pierce","65 to 69","North Carolina","2022","--","606,479","--","--","--"
"Cut/Pierce","65 to 69","North Carolina","2020","--","577,238","--","--","--"
"Cut/Pierce","65 to 69","North Carolina","2019","--","573,824","--","--","--"
"Cut/Pierce","65 to 69","North Carolina","2018","--","560,535","--","--","--"
"Cut/Pierce","65 to 69","Ohio","2022","--","714,458","--","--","--"
"Cut/Pierce","65 to 69","Ohio","2020","--","688,947","--","--","--"
"Cut/Pierce","65 to 69","Ohio","2018","--","654,281","--","--","--"
"Cut/Pierce","65 to 69","Oklahoma","2023","--","221,492","--","--","--"
"Cut/Pierce","65 to 69","Oklahoma","2022","--","217,162","--","--","--"
"Cut/Pierce","65 to 69","Oregon","2023","--","260,059","--","--","--"
"Cut/Pierce","65 to 69","Oregon","2018","--","252,652","--","--","--"
"Cut/Pierce","65 to 69","Pennsylvania","2023","--","834,971","--","--","--"
"Cut/Pierce","65 to 69","Pennsylvania","2022","--","819,922","--","--","--"
"Cut/Pierce","65 to 69","Pennsylvania","2018","--","739,052","--","--","--"
"Cut/Pierce","65 to 69","Rhode Island","2022","--","67,388","--","--","--"
"Cut/Pierce","65 to 69","South Carolina","2021","--","317,896","--","--","--"
"Cut/Pierce","65 to 69","Tennessee","2020","--","383,200","--","--","--"
"Cut/Pierce","65 to 69","Tennessee","2019","--","373,554","--","--","--"
"Cut/Pierce","65 to 69","Texas","2021","--","1,342,131","--","--","--"
"Cut/Pierce","65 to 69","Texas","2020","--","1,304,597","--","--","--"
"Cut/Pierce","65 to 69","Utah","2023","--","141,362","--","--","--"
"Cut/Pierce","65 to 69","Virginia","2023","--","484,992","--","--","--"
"Cut/Pierce","65 to 69","Virginia","2022","--","474,102","--","--","--"
"Cut/Pierce","65 to 69","Virginia","2020","--","453,270","--","--","--"
"Cut/Pierce","65 to 69","Virginia","2019","--","441,587","--","--","--"
"Cut/Pierce","65 to 69","Washington","2019","--","410,032","--","--","--"
"Cut/Pierce","65 to 69","West Virginia","2021","--","119,402","--","--","--"
"Cut/Pierce","65 to 69","West Virginia","2019","--","119,246","--","--","--"
"Cut/Pierce","65 to 69","West Virginia","2018","--","119,593","--","--","--"
"Cut/Pierce","65 to 69","Wisconsin","2022","--","368,331","--","--","--"
"Cut/Pierce","65 to 69","Wisconsin","2021","--","360,070","--","--","--"
"Cut/Pierce","65 to 69","Wisconsin","2020","--","352,541","--","--","--"
"Cut/Pierce","65 to 69","Wisconsin","2019","--","338,749","--","--","--"
"Cut/Pierce","70 to 74","Alabama","2022","--","243,004","--","--","--"
"Cut/Pierce","70 to 74","Alabama","2020","--","236,358","--","--","--"
"Cut/Pierce","70 to 74","Alabama","2019","--","226,442","--","--","--"
"Cut/Pierce","70 to 74","Alabama","2018","--","216,619","--","--","--"
"Cut/Pierce","70 to 74","Arkansas","2021","--","144,337","--","--","--"
"Cut/Pierce","70 to 74","Arkansas","2020","--","139,320","--","--","--"
"Cut/Pierce","70 to 74","California","2021","--","1,602,137","--","--","--"
"Cut/Pierce","70 to 74","California","2020","--","1,541,218","--","--","--"
"Cut/Pierce","70 to 74","California","2019","--","1,491,188","--","--","--"
"Cut/Pierce","70 to 74","Colorado","2020","--","235,833","--","--","--"
"Cut/Pierce","70 to 74","Connecticut","2023","--","172,780","--","--","--"
"Cut/Pierce","70 to 74","Florida","2020","--","1,190,369","--","--","--"
"Cut/Pierce","70 to 74","Florida","2019","--","1,165,712","--","--","--"
"Cut/Pierce","70 to 74","Florida","2018","--","1,119,271","--","--","--"
"Cut/Pierce","70 to 74","Georgia","2021","--","446,651","--","--","--"
"Cut/Pierce","70 to 74","Georgia","2020","--","427,872","--","--","--"
"Cut/Pierce","70 to 74","Georgia","2018","--","394,456","--","--","--"
"Cut/Pierce","70 to 74","Illinois","2023","--","572,169","--","--","--"
"Cut/Pierce","70 to 74","Illinois","2022","--","560,855","--","--","--"
"Cut/Pierce","70 to 74","Illinois","2020","--","537,372","--","--","--"
"Cut/Pierce","70 to 74","Illinois","2018","--","491,917","--","--","--"
"Cut/Pierce","70 to 74","Indiana","2020","--","288,931","--","--","--"
"Cut/Pierce","70 to 74","Indiana","2018","--","264,169","--","--","--"
"Cut/Pierce","70 to 74","Iowa","2023","--","155,550","--","--","--"
"Cut/Pierce","70 to 74","Iowa","2022","--","151,491","--","--","--"
"Cut/Pierce","70 to 74","Iowa","2020","--","141,625","--","--","--"
"Cut/Pierce","70 to 74","Kentucky","2022","--","213,935","--","--","--"
"Cut/Pierce","70 to 74","Kentucky","2020","--","206,514","--","--","--"
"Cut/Pierce","70 to 74","Kentucky","2019","--","198,976","--","--","--"
"Cut/Pierce","70 to 74","Kentucky","2018","--","189,602","--","--","--"
"Cut/Pierce","70 to 74","Louisiana","2022","--","207,861","--","--","--"
"Cut/Pierce","70 to 74","Louisiana","2021","--","208,809","--","--","--"
"Cut/Pierce","70 to 74","Maryland","2021","--","271,686","--","--","--"
"Cut/Pierce","70 to 74","Michigan","2023","--","514,084","--","--","--"
"Cut/Pierce","70 to 74","Michigan","2021","--","500,153","--","--","--"
"Cut/Pierce","70 to 74","Michigan","2019","--","453,199","--","--","--"
"Cut/Pierce","70 to 74","Minnesota","2022","--","259,286","--","--","--"
"Cut/Pierce","70 to 74","Minnesota","2019","--","227,595","--","--","--"
"Cut/Pierce","70 to 74","Mississippi","2022","--","135,796","--","--","--"
"Cut/Pierce","70 to 74","Missouri","2023","--","295,923","--","--","--"
"Cut/Pierce","70 to 74","Missouri","2022","--","290,093","--","--","--"
"Cut/Pierce","70 to 74","Missouri","2021","--","290,953","--","--","--"
"Cut/Pierce","70 to 74","Missouri","2020","--","277,730","--","--","--"
"Cut/Pierce","70 to 74","Missouri","2019","--","270,076","--","--","--"
"Cut/Pierce","70 to 74","Nebraska","2023","--","90,345","--","--","--"
"Cut/Pierce","70 to 74","Nebraska","2022","--","87,813","--","--","--"
"Cut/Pierce","70 to 74","New Hampshire","2020","--","70,743","--","--","--"
"Cut/Pierce","70 to 74","New York","2020","--","883,090","--","--","--"
"Cut/Pierce","70 to 74","North Carolina","2023","--","511,250","--","--","--"
"Cut/Pierce","70 to 74","North Carolina","2021","--","501,107","--","--","--"
"Cut/Pierce","70 to 74","North Carolina","2018","--","450,301","--","--","--"
"Cut/Pierce","70 to 74","Ohio","2022","--","573,942","--","--","--"
"Cut/Pierce","70 to 74","Ohio","2021","--","577,083","--","--","--"
"Cut/Pierce","70 to 74","Ohio","2018","--","494,239","--","--","--"
"Cut/Pierce","70 to 74","Oklahoma","2020","--","166,618","--","--","--"
"Cut/Pierce","70 to 74","Oklahoma","2019","--","164,336","--","--","--"
"Cut/Pierce","70 to 74","Oklahoma","2018","--","159,108","--","--","--"
"Cut/Pierce","70 to 74","Pennsylvania","2023","--","672,395","--","--","--"
"Cut/Pierce","70 to 74","Pennsylvania","2020","--","630,564","--","--","--"
"Cut/Pierce","70 to 74","Pennsylvania","2019","--","598,719","--","--","--"
"Cut/Pierce","70 to 74","South Carolina","2022","--","276,996","--","--","--"
"Cut/Pierce","70 to 74","South Carolina","2020","--","264,955","--","--","--"
"Cut/Pierce","70 to 74","South Dakota","2021","--","42,503","--","--","--"
"Cut/Pierce","70 to 74","Tennessee","2023","--","330,617","--","--","--"
"Cut/Pierce","70 to 74","Tennessee","2022","--","325,722","--","--","--"
"Cut/Pierce","70 to 74","Tennessee","2021","--","329,418","--","--","--"
"Cut/Pierce","70 to 74","Tennessee","2020","--","316,010","--","--","--"
"Cut/Pierce","70 to 74","Tennessee","2019","--","308,071","--","--","--"
"Cut/Pierce","70 to 74","Tennessee","2018","--","294,248","--","--","--"
"Cut/Pierce","70 to 74","Texas","2023","--","1,109,496","--","--","--"
"Cut/Pierce","70 to 74","Texas","2022","--","1,079,589","--","--","--"
"Cut/Pierce","70 to 74","Texas","2020","--","1,021,543","--","--","--"
"Cut/Pierce","70 to 74","Texas","2019","--","983,694","--","--","--"
"Cut/Pierce","70 to 74","Vermont","2019","--","33,155","--","--","--"
"Cut/Pierce","70 to 74","Vermont","2018","--","31,564","--","--","--"
"Cut/Pierce","70 to 74","Virginia","2023","--","391,877","--","--","--"
"Cut/Pierce","70 to 74","Virginia","2018","--","346,130","--","--","--"
"Cut/Pierce","70 to 74","West Virginia","2023","--","104,531","--","--","--"
"Cut/Pierce","70 to 74","West Virginia","2021","--","106,140","--","--","--"
"Cut/Pierce","70 to 74","West Virginia","2020","--","101,652","--","--","--"
"Cut/Pierce","70 to 74","Wisconsin","2022","--","293,613","--","--","--"
"Cut/Pierce","70 to 74","Wisconsin","2021","--","288,936","--","--","--"
"Cut/Pierce","70 to 74","Wisconsin","2020","--","271,353","--","--","--"
"Cut/Pierce","70 to 74","Wisconsin","2019","--","256,158","--","--","--"
"Cut/Pierce","75 to 79","Alabama","2020","--","156,909","--","--","--"
"Cut/Pierce","75 to 79","Arkansas","2023","--","107,990","--","--","--"
"Cut/Pierce","75 to 79","Arkansas","2020","--","95,391","--","--","--"
